date,last_available_date,is_last,region,state,epidemiological_week,accumulated_cases,accumulated_deaths,new_cases,new_deaths
2022-01-16,2022-01-16,False,Norte,PA,202203,633508,17239,152,2
2022-01-17,2022-01-17,False,Norte,PA,202203,634200,17249,692,10
2022-01-18,2022-01-18,False,Norte,PA,202203,634851,17261,651,12
2022-01-19,2022-01-19,False,Norte,PA,202203,635898,17267,1047,6
2022-01-20,2022-01-20,False,Norte,PA,202203,636990,17272,1092,5
2022-01-21,2022-01-21,True,Norte,PA,202203,637758,17280,768,8
2020-03-12,2020-03-12,False,Nordeste,PB,202011,0,0,0,0
2020-03-13,2020-03-13,False,Nordeste,PB,202011,0,0,0,0
2020-03-14,2020-03-14,False,Nordeste,PB,202011,0,0,0,0
2020-03-15,2020-03-15,False,Nordeste,PB,202012,0,0,0,0
2020-03-16,2020-03-16,False,Nordeste,PB,202012,0,0,0,0
2020-03-17,2020-03-17,False,Nordeste,PB,202012,0,0,0,0
2020-03-18,2020-03-18,False,Nordeste,PB,202012,1,0,1,0
2020-03-19,2020-03-19,False,Nordeste,PB,202012,1,0,0,0
2020-03-20,2020-03-20,False,Nordeste,PB,202012,1,0,0,0
2020-03-21,2020-03-21,False,Nordeste,PB,202012,1,0,0,0
2020-03-22,2020-03-22,False,Nordeste,PB,202013,1,0,0,0
2020-03-23,2020-03-23,False,Nordeste,PB,202013,2,0,1,0
2020-03-24,2020-03-24,False,Nordeste,PB,202013,3,0,1,0
2020-03-25,2020-03-25,False,Nordeste,PB,202013,5,0,2,0
2020-03-26,2020-03-26,False,Nordeste,PB,202013,6,0,1,0
2020-03-27,2020-03-27,False,Nordeste,PB,202013,10,0,4,0
2020-03-28,2020-03-28,False,Nordeste,PB,202013,14,0,4,0
2020-03-29,2020-03-29,False,Nordeste,PB,202014,14,0,0,0
2020-03-30,2020-03-30,False,Nordeste,PB,202014,17,0,3,0
2020-03-31,2020-03-31,False,Nordeste,PB,202014,18,1,1,1
2020-04-01,2020-04-01,False,Nordeste,PB,202014,21,1,3,0
2020-04-02,2020-04-02,False,Nordeste,PB,202014,29,1,8,0
2020-04-03,2020-04-03,False,Nordeste,PB,202014,32,1,3,0
2020-04-04,2020-04-04,False,Nordeste,PB,202014,34,3,2,2
2020-04-05,2020-04-05,False,Nordeste,PB,202015,35,4,1,1
2020-04-06,2020-04-06,False,Nordeste,PB,202015,36,4,1,0
2020-04-07,2020-04-07,False,Nordeste,PB,202015,41,4,5,0
2020-04-08,2020-04-08,False,Nordeste,PB,202015,55,7,14,3
2020-04-09,2020-04-09,False,Nordeste,PB,202015,79,11,24,4
2020-04-10,2020-04-10,False,Nordeste,PB,202015,85,11,6,0
2020-04-11,2020-04-11,False,Nordeste,PB,202015,101,13,16,2
2020-04-12,2020-04-12,False,Nordeste,PB,202016,111,13,10,0
2020-04-13,2020-04-13,False,Nordeste,PB,202016,136,16,25,3
2020-04-14,2020-04-14,False,Nordeste,PB,202016,152,21,16,5
2020-04-15,2020-04-15,False,Nordeste,PB,202016,165,24,13,3
2020-04-16,2020-04-16,False,Nordeste,PB,202016,195,26,30,2
2020-04-17,2020-04-17,False,Nordeste,PB,202016,205,28,10,2
2020-04-18,2020-04-18,False,Nordeste,PB,202016,236,29,31,1
2020-04-19,2020-04-19,False,Nordeste,PB,202017,245,32,9,3
2020-04-20,2020-04-20,False,Nordeste,PB,202017,263,33,18,1
2020-04-21,2020-04-21,False,Nordeste,PB,202017,301,39,38,6
2020-04-22,2020-04-22,False,Nordeste,PB,202017,345,40,44,1
2020-04-23,2020-04-23,False,Nordeste,PB,202017,386,44,41,4
2020-04-24,2020-04-24,False,Nordeste,PB,202017,447,46,61,2
2020-04-25,2020-04-25,False,Nordeste,PB,202017,499,49,52,3
2020-04-26,2020-04-26,False,Nordeste,PB,202018,543,50,44,1
2020-04-27,2020-04-27,False,Nordeste,PB,202018,633,53,90,3
2020-04-28,2020-04-28,False,Nordeste,PB,202018,698,57,65,4
2020-04-29,2020-04-29,False,Nordeste,PB,202018,814,62,116,5
2020-04-30,2020-04-30,False,Nordeste,PB,202018,926,67,112,5
2020-05-01,2020-05-01,False,Nordeste,PB,202018,1034,74,108,7
2020-05-02,2020-05-02,False,Nordeste,PB,202018,1169,76,135,2
2020-05-03,2020-05-03,False,Nordeste,PB,202019,1219,79,50,3
2020-05-04,2020-05-04,False,Nordeste,PB,202019,1361,85,142,6
2020-05-05,2020-05-05,False,Nordeste,PB,202019,1493,92,132,7
2020-05-06,2020-05-06,False,Nordeste,PB,202019,1657,101,164,9
2020-05-07,2020-05-07,False,Nordeste,PB,202019,1849,111,192,10
2020-05-08,2020-05-08,False,Nordeste,PB,202019,2030,114,181,3
2020-05-09,2020-05-09,False,Nordeste,PB,202019,2156,124,126,10
2020-05-10,2020-05-10,False,Nordeste,PB,202020,2341,135,185,11
2020-05-11,2020-05-11,False,Nordeste,PB,202020,2525,139,184,4
2020-05-12,2020-05-12,False,Nordeste,PB,202020,2777,154,252,15
2020-05-13,2020-05-13,False,Nordeste,PB,202020,3045,157,268,3
2020-05-14,2020-05-14,False,Nordeste,PB,202020,3361,160,316,3
2020-05-15,2020-05-15,False,Nordeste,PB,202020,3739,170,378,10
2020-05-16,2020-05-16,False,Nordeste,PB,202020,4063,183,324,13
2020-05-17,2020-05-17,False,Nordeste,PB,202021,4347,194,284,11
2020-05-18,2020-05-18,False,Nordeste,PB,202021,4786,207,439,13
2020-05-19,2020-05-19,False,Nordeste,PB,202021,5300,219,514,12
2020-05-20,2020-05-20,False,Nordeste,PB,202021,5838,230,538,11
2020-05-21,2020-05-21,False,Nordeste,PB,202021,6238,245,400,15
2020-05-22,2020-05-22,False,Nordeste,PB,202021,6882,248,644,3
2020-05-23,2020-05-23,False,Nordeste,PB,202021,7508,258,626,10
2020-05-24,2020-05-24,False,Nordeste,PB,202022,7823,272,315,14
2020-05-25,2020-05-25,False,Nordeste,PB,202022,8016,279,193,7
2020-05-26,2020-05-26,False,Nordeste,PB,202022,8919,286,903,7
2020-05-27,2020-05-27,False,Nordeste,PB,202022,10209,298,1290,12
2020-05-28,2020-05-28,False,Nordeste,PB,202022,11132,318,923,20
2020-05-29,2020-05-29,False,Nordeste,PB,202022,12011,327,879,9
2020-05-30,2020-05-30,False,Nordeste,PB,202022,12862,346,851,19
2020-05-31,2020-05-31,False,Nordeste,PB,202023,13162,360,300,14
2020-06-01,2020-06-01,False,Nordeste,PB,202023,13695,370,533,10
2020-06-02,2020-06-02,False,Nordeste,PB,202023,14859,379,1164,9
2020-06-03,2020-06-03,False,Nordeste,PB,202023,16018,414,1159,35
2020-06-04,2020-06-04,False,Nordeste,PB,202023,17579,438,1561,24
2020-06-05,2020-06-05,False,Nordeste,PB,202023,18579,451,1000,13
2020-06-06,2020-06-06,False,Nordeste,PB,202023,19787,467,1208,16
2020-06-07,2020-06-07,False,Nordeste,PB,202024,20310,484,523,17
2020-06-08,2020-06-08,False,Nordeste,PB,202024,20951,507,641,23
2020-06-09,2020-06-09,False,Nordeste,PB,202024,22452,534,1501,27
2020-06-10,2020-06-10,False,Nordeste,PB,202024,24032,559,1580,25
2020-06-11,2020-06-11,False,Nordeste,PB,202024,25370,570,1338,11
2020-06-12,2020-06-12,False,Nordeste,PB,202024,26556,610,1186,40
2020-06-13,2020-06-13,False,Nordeste,PB,202024,27454,623,898,13
2020-06-14,2020-06-14,False,Nordeste,PB,202025,28013,633,559,10
2020-06-15,2020-06-15,False,Nordeste,PB,202025,28668,656,655,23
2020-06-16,2020-06-16,False,Nordeste,PB,202025,30128,671,1460,15
2020-06-17,2020-06-17,False,Nordeste,PB,202025,31712,696,1584,25
2020-06-18,2020-06-18,False,Nordeste,PB,202025,33382,709,1670,13
2020-06-19,2020-06-19,False,Nordeste,PB,202025,35093,724,1711,15
2020-06-20,2020-06-20,False,Nordeste,PB,202025,36521,743,1428,19
2020-06-21,2020-06-21,False,Nordeste,PB,202026,36784,766,263,23
2020-06-22,2020-06-22,False,Nordeste,PB,202026,37253,784,469,18
2020-06-23,2020-06-23,False,Nordeste,PB,202026,38999,807,1746,23
2020-06-24,2020-06-24,False,Nordeste,PB,202026,39912,828,913,21
2020-06-25,2020-06-25,False,Nordeste,PB,202026,40824,842,912,14
2020-06-26,2020-06-26,False,Nordeste,PB,202026,42832,864,2008,22
2020-06-27,2020-06-27,False,Nordeste,PB,202026,44242,896,1410,32
2020-06-28,2020-06-28,False,Nordeste,PB,202027,44679,911,437,15
2020-06-29,2020-06-29,False,Nordeste,PB,202027,45057,931,378,20
2020-06-30,2020-06-30,False,Nordeste,PB,202027,46957,977,1900,46
2020-07-01,2020-07-01,False,Nordeste,PB,202027,48175,1002,1218,25
2020-07-02,2020-07-02,False,Nordeste,PB,202027,49536,1044,1361,42
2020-07-03,2020-07-03,False,Nordeste,PB,202027,50765,1062,1229,18
2020-07-04,2020-07-04,False,Nordeste,PB,202027,52306,1082,1541,20
2020-07-05,2020-07-05,False,Nordeste,PB,202028,52728,1099,422,17
2020-07-06,2020-07-06,False,Nordeste,PB,202028,53151,1118,423,19
2020-07-07,2020-07-07,False,Nordeste,PB,202028,54802,1145,1651,27
2020-07-08,2020-07-08,False,Nordeste,PB,202028,56344,1171,1542,26
2020-07-09,2020-07-09,False,Nordeste,PB,202028,57614,1196,1270,25
2020-07-10,2020-07-10,False,Nordeste,PB,202028,59118,1229,1504,33
2020-07-11,2020-07-11,False,Nordeste,PB,202028,60421,1250,1303,21
2020-07-12,2020-07-12,False,Nordeste,PB,202029,60784,1284,363,34
2020-07-13,2020-07-13,False,Nordeste,PB,202029,61108,1302,324,18
2020-07-14,2020-07-14,False,Nordeste,PB,202029,62462,1342,1354,40
2020-07-15,2020-07-15,False,Nordeste,PB,202029,63939,1383,1477,41
2020-07-16,2020-07-16,False,Nordeste,PB,202029,65423,1418,1484,35
2020-07-17,2020-07-17,False,Nordeste,PB,202029,66347,1446,924,28
2020-07-18,2020-07-18,False,Nordeste,PB,202029,66971,1477,624,31
2020-07-19,2020-07-19,False,Nordeste,PB,202030,67382,1486,411,9
2020-07-20,2020-07-20,False,Nordeste,PB,202030,67680,1517,298,31
2020-07-21,2020-07-21,False,Nordeste,PB,202030,68844,1558,1164,41
2020-07-22,2020-07-22,False,Nordeste,PB,202030,70972,1581,2128,23
2020-07-23,2020-07-23,False,Nordeste,PB,202030,73104,1618,2132,37
2020-07-24,2020-07-24,False,Nordeste,PB,202030,74550,1653,1446,35
2020-07-25,2020-07-25,False,Nordeste,PB,202030,75723,1675,1173,22
2020-07-26,2020-07-26,False,Nordeste,PB,202031,76153,1698,430,23
2020-07-27,2020-07-27,False,Nordeste,PB,202031,76693,1727,540,29
2020-07-28,2020-07-28,False,Nordeste,PB,202031,78175,1745,1482,18
2020-07-29,2020-07-29,False,Nordeste,PB,202031,79898,1766,1723,21
2020-07-30,2020-07-30,False,Nordeste,PB,202031,81108,1785,1210,19
2020-07-31,2020-07-31,False,Nordeste,PB,202031,82794,1811,1686,26
2020-08-01,2020-08-01,False,Nordeste,PB,202031,83461,1833,667,22
2020-08-02,2020-08-02,False,Nordeste,PB,202032,84008,1850,547,17
2020-08-03,2020-08-03,False,Nordeste,PB,202032,84211,1870,203,20
2020-08-04,2020-08-04,False,Nordeste,PB,202032,85760,1901,1549,31
2020-08-05,2020-08-05,False,Nordeste,PB,202032,87071,1922,1311,21
2020-08-06,2020-08-06,False,Nordeste,PB,202032,87867,1945,796,23
2020-08-07,2020-08-07,False,Nordeste,PB,202032,89117,1965,1250,20
2020-08-08,2020-08-08,False,Nordeste,PB,202032,89893,1983,776,18
2020-08-09,2020-08-09,False,Nordeste,PB,202033,90082,2000,189,17
2020-08-10,2020-08-10,False,Nordeste,PB,202033,90366,2023,284,23
2020-08-11,2020-08-11,False,Nordeste,PB,202033,91819,2046,1453,23
2020-08-12,2020-08-12,False,Nordeste,PB,202033,92897,2071,1078,25
2020-08-13,2020-08-13,False,Nordeste,PB,202033,93794,2092,897,21
2020-08-14,2020-08-14,False,Nordeste,PB,202033,94660,2113,866,21
2020-08-15,2020-08-15,False,Nordeste,PB,202033,95588,2138,928,25
2020-08-16,2020-08-16,False,Nordeste,PB,202034,96033,2162,445,24
2020-08-17,2020-08-17,False,Nordeste,PB,202034,96223,2183,190,21
2020-08-18,2020-08-18,False,Nordeste,PB,202034,97497,2203,1274,20
2020-08-19,2020-08-19,False,Nordeste,PB,202034,98494,2223,997,20
2020-08-20,2020-08-20,False,Nordeste,PB,202034,99445,2244,951,21
2020-08-21,2020-08-21,False,Nordeste,PB,202034,100290,2268,845,24
2020-08-22,2020-08-22,False,Nordeste,PB,202034,100970,2288,680,20
2020-08-23,2020-08-23,False,Nordeste,PB,202035,101132,2308,162,20
2020-08-24,2020-08-24,False,Nordeste,PB,202035,101303,2330,171,22
2020-08-25,2020-08-25,False,Nordeste,PB,202035,102208,2350,905,20
2020-08-26,2020-08-26,False,Nordeste,PB,202035,103213,2371,1005,21
2020-08-27,2020-08-27,False,Nordeste,PB,202035,104096,2388,883,17
2020-08-28,2020-08-28,False,Nordeste,PB,202035,104803,2404,707,16
2020-08-29,2020-08-29,False,Nordeste,PB,202035,105531,2422,728,18
2020-08-30,2020-08-30,False,Nordeste,PB,202036,105661,2435,130,13
2020-08-31,2020-08-31,False,Nordeste,PB,202036,105778,2450,117,15
2020-09-01,2020-09-01,False,Nordeste,PB,202036,106605,2465,827,15
2020-09-02,2020-09-02,False,Nordeste,PB,202036,107384,2483,779,18
2020-09-03,2020-09-03,False,Nordeste,PB,202036,108182,2501,798,18
2020-09-04,2020-09-04,False,Nordeste,PB,202036,108925,2517,743,16
2020-09-05,2020-09-05,False,Nordeste,PB,202036,109530,2529,605,12
2020-09-06,2020-09-06,False,Nordeste,PB,202037,109673,2543,143,14
2020-09-07,2020-09-07,False,Nordeste,PB,202037,109706,2550,33,7
2020-09-08,2020-09-08,False,Nordeste,PB,202037,109860,2563,154,13
2020-09-09,2020-09-09,False,Nordeste,PB,202037,110727,2578,867,15
2020-09-10,2020-09-10,False,Nordeste,PB,202037,111495,2590,768,12
2020-09-11,2020-09-11,False,Nordeste,PB,202037,112018,2604,523,14
2020-09-12,2020-09-12,False,Nordeste,PB,202037,112706,2616,688,12
2020-09-13,2020-09-13,False,Nordeste,PB,202038,112961,2627,255,11
2020-09-14,2020-09-14,False,Nordeste,PB,202038,113163,2639,202,12
2020-09-15,2020-09-15,False,Nordeste,PB,202038,113903,2649,740,10
2020-09-16,2020-09-16,False,Nordeste,PB,202038,114582,2659,679,10
2020-09-17,2020-09-17,False,Nordeste,PB,202038,115359,2670,777,11
2020-09-18,2020-09-18,False,Nordeste,PB,202038,115966,2684,607,14
2020-09-19,2020-09-19,False,Nordeste,PB,202038,116588,2695,622,11
2020-09-20,2020-09-20,False,Nordeste,PB,202039,116736,2707,148,12
2020-09-21,2020-09-21,False,Nordeste,PB,202039,116879,2719,143,12
2020-09-22,2020-09-22,False,Nordeste,PB,202039,117495,2729,616,10
2020-09-23,2020-09-23,False,Nordeste,PB,202039,118048,2741,553,12
2020-09-24,2020-09-24,False,Nordeste,PB,202039,118567,2762,519,21
2020-09-25,2020-09-25,False,Nordeste,PB,202039,119134,2778,567,16
2020-09-26,2020-09-26,False,Nordeste,PB,202039,119731,2788,597,10
2020-09-27,2020-09-27,False,Nordeste,PB,202040,119783,2797,52,9
2020-09-28,2020-09-28,False,Nordeste,PB,202040,119987,2804,204,7
2020-09-29,2020-09-29,False,Nordeste,PB,202040,120654,2816,667,12
2020-09-30,2020-09-30,False,Nordeste,PB,202040,121267,2824,613,8
2020-10-01,2020-10-01,False,Nordeste,PB,202040,121809,2835,542,11
2020-10-02,2020-10-02,False,Nordeste,PB,202040,122273,2842,464,7
2020-10-03,2020-10-03,False,Nordeste,PB,202040,122681,2846,408,4
2020-10-04,2020-10-04,False,Nordeste,PB,202041,122713,2851,32,5
2020-10-05,2020-10-05,False,Nordeste,PB,202041,122890,2861,177,10
2020-10-06,2020-10-06,False,Nordeste,PB,202041,123564,2872,674,11
2020-10-07,2020-10-07,False,Nordeste,PB,202041,124315,2884,751,12
2020-10-08,2020-10-08,False,Nordeste,PB,202041,124749,2894,434,10
2020-10-09,2020-10-09,False,Nordeste,PB,202041,125285,2904,536,10
2020-10-10,2020-10-10,False,Nordeste,PB,202041,125713,2914,428,10
2020-10-11,2020-10-11,False,Nordeste,PB,202042,125877,2922,164,8
2020-10-12,2020-10-12,False,Nordeste,PB,202042,125933,2930,56,8
2020-10-13,2020-10-13,False,Nordeste,PB,202042,126073,2944,140,14
2020-10-14,2020-10-14,False,Nordeste,PB,202042,126791,2958,718,14
2020-10-15,2020-10-15,False,Nordeste,PB,202042,127456,2970,665,12
2020-10-16,2020-10-16,False,Nordeste,PB,202042,128032,2977,576,7
2020-10-17,2020-10-17,False,Nordeste,PB,202042,128416,2985,384,8
2020-10-18,2020-10-18,False,Nordeste,PB,202043,128435,2993,19,8
2020-10-19,2020-10-19,False,Nordeste,PB,202043,128549,3001,114,8
2020-10-20,2020-10-20,False,Nordeste,PB,202043,129045,3010,496,9
2020-10-21,2020-10-21,False,Nordeste,PB,202043,129414,3020,369,10
2020-10-22,2020-10-22,False,Nordeste,PB,202043,129731,3029,317,9
2020-10-23,2020-10-23,False,Nordeste,PB,202043,130225,3038,494,9
2020-10-24,2020-10-24,False,Nordeste,PB,202043,130658,3047,433,9
2020-10-25,2020-10-25,False,Nordeste,PB,202044,130781,3054,123,7
2020-10-26,2020-10-26,False,Nordeste,PB,202044,130916,3062,135,8
2020-10-27,2020-10-27,False,Nordeste,PB,202044,131435,3070,519,8
2020-10-28,2020-10-28,False,Nordeste,PB,202044,131979,3076,544,6
2020-10-29,2020-10-29,False,Nordeste,PB,202044,132231,3083,252,7
2020-10-30,2020-10-30,False,Nordeste,PB,202044,132730,3091,499,8
2020-10-31,2020-10-31,False,Nordeste,PB,202044,133149,3101,419,10
2020-11-01,2020-11-01,False,Nordeste,PB,202045,133220,3107,71,6
2020-11-02,2020-11-02,False,Nordeste,PB,202045,133286,3108,66,1
2020-11-03,2020-11-03,False,Nordeste,PB,202045,133379,3119,93,11
2020-11-04,2020-11-04,False,Nordeste,PB,202045,133958,3130,579,11
2020-11-05,2020-11-05,False,Nordeste,PB,202045,134297,3138,339,8
2020-11-06,2020-11-06,False,Nordeste,PB,202045,134837,3146,540,8
2020-11-07,2020-11-07,False,Nordeste,PB,202045,135325,3150,488,4
2020-11-08,2020-11-08,False,Nordeste,PB,202046,135517,3154,192,4
2020-11-09,2020-11-09,False,Nordeste,PB,202046,135604,3160,87,6
2020-11-10,2020-11-10,False,Nordeste,PB,202046,136029,3166,425,6
2020-11-11,2020-11-11,False,Nordeste,PB,202046,136637,3178,608,12
2020-11-12,2020-11-12,False,Nordeste,PB,202046,137474,3187,837,9
2020-11-13,2020-11-13,False,Nordeste,PB,202046,137942,3193,468,6
2020-11-14,2020-11-14,False,Nordeste,PB,202046,138464,3199,522,6
2020-11-15,2020-11-15,False,Nordeste,PB,202047,138546,3204,82,5
2020-11-16,2020-11-16,False,Nordeste,PB,202047,139168,3211,622,7
2020-11-17,2020-11-17,False,Nordeste,PB,202047,139776,3216,608,5
2020-11-18,2020-11-18,False,Nordeste,PB,202047,140355,3223,579,7
2020-11-19,2020-11-19,False,Nordeste,PB,202047,140982,3232,627,9
2020-11-20,2020-11-20,False,Nordeste,PB,202047,141615,3236,633,4
2020-11-21,2020-11-21,False,Nordeste,PB,202047,142265,3244,650,8
2020-11-22,2020-11-22,False,Nordeste,PB,202048,142457,3248,192,4
2020-11-23,2020-11-23,False,Nordeste,PB,202048,142588,3256,131,8
2020-11-24,2020-11-24,False,Nordeste,PB,202048,142898,3261,310,5
2020-11-25,2020-11-25,False,Nordeste,PB,202048,143615,3268,717,7
2020-11-26,2020-11-26,False,Nordeste,PB,202048,144378,3276,763,8
2020-11-27,2020-11-27,False,Nordeste,PB,202048,144741,3283,363,7
2020-11-28,2020-11-28,False,Nordeste,PB,202048,145110,3288,369,5
2020-11-29,2020-11-29,False,Nordeste,PB,202049,145212,3292,102,4
2020-11-30,2020-11-30,False,Nordeste,PB,202049,145253,3295,41,3
2020-12-01,2020-12-01,False,Nordeste,PB,202049,145794,3305,541,10
2020-12-02,2020-12-02,False,Nordeste,PB,202049,146528,3316,734,11
2020-12-03,2020-12-03,False,Nordeste,PB,202049,147274,3326,746,10
2020-12-04,2020-12-04,False,Nordeste,PB,202049,148003,3338,729,12
2020-12-05,2020-12-05,False,Nordeste,PB,202049,148712,3345,709,7
2020-12-06,2020-12-06,False,Nordeste,PB,202050,149385,3359,673,14
2020-12-07,2020-12-07,False,Nordeste,PB,202050,149989,3367,604,8
2020-12-08,2020-12-08,False,Nordeste,PB,202050,150575,3380,586,13
2020-12-09,2020-12-09,False,Nordeste,PB,202050,151312,3391,737,11
2020-12-10,2020-12-10,False,Nordeste,PB,202050,152073,3407,761,16
2020-12-11,2020-12-11,False,Nordeste,PB,202050,152962,3420,889,13
2020-12-12,2020-12-12,False,Nordeste,PB,202050,153556,3430,594,10
2020-12-13,2020-12-13,False,Nordeste,PB,202051,153649,3439,93,9
2020-12-14,2020-12-14,False,Nordeste,PB,202051,153917,3452,268,13
2020-12-15,2020-12-15,False,Nordeste,PB,202051,154734,3469,817,17
2020-12-16,2020-12-16,False,Nordeste,PB,202051,156122,3487,1388,18
2020-12-17,2020-12-17,False,Nordeste,PB,202051,157396,3507,1274,20
2020-12-18,2020-12-18,False,Nordeste,PB,202051,158449,3523,1053,16
2020-12-19,2020-12-19,False,Nordeste,PB,202051,159109,3529,660,6
2020-12-20,2020-12-20,False,Nordeste,PB,202052,159436,3539,327,10
2020-12-21,2020-12-21,False,Nordeste,PB,202052,159639,3552,203,13
2020-12-22,2020-12-22,False,Nordeste,PB,202052,160611,3563,972,11
2020-12-23,2020-12-23,False,Nordeste,PB,202052,161539,3573,928,10
2020-12-24,2020-12-24,False,Nordeste,PB,202052,162149,3582,610,9
2020-12-25,2020-12-25,False,Nordeste,PB,202052,162380,3592,231,10
2020-12-26,2020-12-26,False,Nordeste,PB,202052,163107,3604,727,12
2020-12-27,2020-12-27,False,Nordeste,PB,202053,163415,3619,308,15
2020-12-28,2020-12-28,False,Nordeste,PB,202053,163993,3635,578,16
2020-12-29,2020-12-29,False,Nordeste,PB,202053,164416,3647,423,12
2020-12-30,2020-12-30,False,Nordeste,PB,202053,165426,3660,1010,13
2020-12-31,2020-12-31,False,Nordeste,PB,202053,166484,3672,1058,12
2021-01-01,2021-01-01,False,Nordeste,PB,202053,167062,3680,578,8
2021-01-02,2021-01-02,False,Nordeste,PB,202053,167615,3692,553,12
2021-01-03,2021-01-03,False,Nordeste,PB,202101,168044,3706,429,14
2021-01-04,2021-01-04,False,Nordeste,PB,202101,168179,3722,135,16
2021-01-05,2021-01-05,False,Nordeste,PB,202101,168545,3740,366,18
2021-01-06,2021-01-06,False,Nordeste,PB,202101,169646,3755,1101,15
2021-01-07,2021-01-07,False,Nordeste,PB,202101,170611,3773,965,18
2021-01-08,2021-01-08,False,Nordeste,PB,202101,171547,3788,936,15
2021-01-09,2021-01-09,False,Nordeste,PB,202101,172261,3800,714,12
2021-01-10,2021-01-10,False,Nordeste,PB,202102,172776,3808,515,8
2021-01-11,2021-01-11,False,Nordeste,PB,202102,173299,3824,523,16
2021-01-12,2021-01-12,False,Nordeste,PB,202102,173518,3836,219,12
2021-01-13,2021-01-13,False,Nordeste,PB,202102,174199,3845,681,9
2021-01-14,2021-01-14,False,Nordeste,PB,202102,175227,3857,1028,12
2021-01-15,2021-01-15,False,Nordeste,PB,202102,175997,3869,770,12
2021-01-16,2021-01-16,False,Nordeste,PB,202102,176835,3880,838,11
2021-01-17,2021-01-17,False,Nordeste,PB,202103,177843,3902,1008,22
2021-01-18,2021-01-18,False,Nordeste,PB,202103,177843,3902,0,0
2021-01-19,2021-01-19,False,Nordeste,PB,202103,178081,3912,238,10
2021-01-20,2021-01-20,False,Nordeste,PB,202103,179353,3926,1272,14
2021-01-21,2021-01-21,False,Nordeste,PB,202103,180464,3939,1111,13
2021-01-22,2021-01-22,False,Nordeste,PB,202103,181773,3955,1309,16
2021-01-23,2021-01-23,False,Nordeste,PB,202103,182907,3968,1134,13
2021-01-24,2021-01-24,False,Nordeste,PB,202104,183726,3980,819,12
2021-01-25,2021-01-25,False,Nordeste,PB,202104,184907,3991,1181,11
2021-01-26,2021-01-26,False,Nordeste,PB,202104,186033,4003,1126,12
2021-01-27,2021-01-27,False,Nordeste,PB,202104,187246,4014,1213,11
2021-01-28,2021-01-28,False,Nordeste,PB,202104,188290,4025,1044,11
2021-01-29,2021-01-29,False,Nordeste,PB,202104,189415,4036,1125,11
2021-01-30,2021-01-30,False,Nordeste,PB,202104,190480,4048,1065,12
2021-01-31,2021-01-31,False,Nordeste,PB,202105,191584,4056,1104,8
2021-02-01,2021-02-01,False,Nordeste,PB,202105,192598,4068,1014,12
2021-02-02,2021-02-02,False,Nordeste,PB,202105,193465,4082,867,14
2021-02-03,2021-02-03,False,Nordeste,PB,202105,194519,4096,1054,14
2021-02-04,2021-02-04,False,Nordeste,PB,202105,195482,4110,963,14
2021-02-05,2021-02-05,False,Nordeste,PB,202105,196542,4123,1060,13
2021-02-06,2021-02-06,False,Nordeste,PB,202105,197460,4135,918,12
2021-02-07,2021-02-07,False,Nordeste,PB,202106,198124,4146,664,11
2021-02-08,2021-02-08,False,Nordeste,PB,202106,198735,4158,611,12
2021-02-09,2021-02-09,False,Nordeste,PB,202106,199706,4171,971,13
2021-02-10,2021-02-10,False,Nordeste,PB,202106,200846,4182,1140,11
2021-02-11,2021-02-11,False,Nordeste,PB,202106,201976,4198,1130,16
2021-02-12,2021-02-12,False,Nordeste,PB,202106,203113,4213,1137,15
2021-02-13,2021-02-13,False,Nordeste,PB,202106,203943,4230,830,17
2021-02-14,2021-02-14,False,Nordeste,PB,202107,204584,4242,641,12
2021-02-15,2021-02-15,False,Nordeste,PB,202107,205579,4255,995,13
2021-02-16,2021-02-16,False,Nordeste,PB,202107,206397,4272,818,17
2021-02-17,2021-02-17,False,Nordeste,PB,202107,207411,4288,1014,16
2021-02-18,2021-02-18,False,Nordeste,PB,202107,208742,4306,1331,18
2021-02-19,2021-02-19,False,Nordeste,PB,202107,209933,4328,1191,22
2021-02-20,2021-02-20,False,Nordeste,PB,202107,211282,4343,1349,15
2021-02-21,2021-02-21,False,Nordeste,PB,202108,212286,4356,1004,13
2021-02-22,2021-02-22,False,Nordeste,PB,202108,213227,4379,941,23
2021-02-23,2021-02-23,False,Nordeste,PB,202108,214207,4404,980,25
2021-02-24,2021-02-24,False,Nordeste,PB,202108,215527,4419,1320,15
2021-02-25,2021-02-25,False,Nordeste,PB,202108,217121,4433,1594,14
2021-02-26,2021-02-26,False,Nordeste,PB,202108,218307,4451,1186,18
2021-02-27,2021-02-27,False,Nordeste,PB,202108,219723,4471,1416,20
2021-02-28,2021-02-28,False,Nordeste,PB,202109,221115,4496,1392,25
2021-03-01,2021-03-01,False,Nordeste,PB,202109,222259,4526,1144,30
2021-03-02,2021-03-02,False,Nordeste,PB,202109,223169,4558,910,32
2021-03-03,2021-03-03,False,Nordeste,PB,202109,223169,4558,0,0
2021-03-04,2021-03-04,False,Nordeste,PB,202109,225672,4612,2503,54
2021-03-05,2021-03-05,False,Nordeste,PB,202109,225672,4612,0,0
2021-03-06,2021-03-06,False,Nordeste,PB,202109,227976,4656,2304,44
2021-03-07,2021-03-07,False,Nordeste,PB,202110,229194,4679,1218,23
2021-03-08,2021-03-08,False,Nordeste,PB,202110,230206,4711,1012,32
2021-03-09,2021-03-09,False,Nordeste,PB,202110,231406,4747,1200,36
